"V1" "V2" "V3"
"1" -14.7915000915527 0 -6.01000022888184
"2" -4.93050003051758 0 -6.01000022888184
"3" -9.86100006103516 0 -1.10600037574768
"4" -9.86100006103516 0 8.70199933052063
"5" -9.86100006103516 0 18.5099990367889
"6" -9.86100006103516 0 28.3179987430572
"7" -9.86100006103516 0 38.1259984493256
"8" -9.86100006103516 0 47.9339981555939
"9" -9.86100006103516 0 57.7419978618622
"10" -9.86100006103516 0 67.5499975681305
"11" -9.86100006103516 0 77.3579972743988
"12" -9.86100006103516 0 87.1659969806671
"13" -9.86100006103516 0 96.9739966869354
"14" -9.86100006103516 0 106.781996393204
"15" -9.86100006103516 0 116.589996099472
"16" -9.86100006103516 0 126.39799580574
"17" -9.86100006103516 0 136.205995512009
"18" -9.86100006103516 0 146.013995218277
"19" -9.86100006103516 0 155.821994924545
"20" -9.86100006103516 0 165.629994630814
"21" -9.86100006103516 0 175.437994337082
"22" -9.86100006103516 0 185.24599404335
"23" -8.29850006103516 0 194.837493896484
"24" -5.17350006103516 0 204.212493896484
"25" -2.04850006103516 0 213.587493896484
"26" 1.07649993896484 0 222.962493896484
"27" 4.20149993896484 0 232.337493896484
"28" 7.32649993896484 0 241.712493896484
"29" 10.4514999389648 0 251.087493896484
"30" 13.5764999389648 0 260.462493896484
"31" 16.7014999389648 0 269.837493896484
"32" 19.8264999389648 0 279.212493896484
"33" 22.9514999389648 0 288.587493896484
"34" 26.0764999389648 0 297.962493896484
"35" 29.2014999389648 0 307.337493896484
"36" 32.3264999389648 0 316.712493896484
"37" 35.4514999389648 0 326.087493896484
"38" 38.5764999389648 0 335.462493896484
"39" 41.7014999389648 0 344.837493896484
"40" 44.8264999389648 0 354.212493896484
"41" 47.9514999389648 0 363.587493896484
"42" 51.0764999389648 0 372.962493896484
"43" 54.2014999389648 0 382.337493896484
"44" 57.3264999389648 0 391.712493896484
"45" 60.4514999389648 0 401.087493896484
"46" 63.5764999389648 0 410.462493896484
"47" 66.7014999389648 0 419.837493896484
"48" 69.8264999389648 0 429.212493896484
"49" 72.9514999389648 0 438.587493896484
"50" 76.0764999389648 0 447.962493896484
"51" 79.2014999389648 0 457.337493896484
"52" 82.3264999389648 0 466.712493896484
"53" 85.4514999389648 0 476.087493896484
"54" 88.5764999389648 0 485.462493896484
"55" -11.4235000610352 0 194.837493896484
"56" -14.5485000610352 0 204.212493896484
"57" -17.6735000610352 0 213.587493896484
"58" -20.7985000610352 0 222.962493896484
"59" -23.9235000610352 0 232.337493896484
"60" -27.0485000610352 0 241.712493896484
"61" -30.1735000610352 0 251.087493896484
"62" -33.2985000610352 0 260.462493896484
"63" -36.4235000610352 0 269.837493896484
"64" -39.5485000610352 0 279.212493896484
"65" -42.6735000610352 0 288.587493896484
"66" -45.7985000610352 0 297.962493896484
"67" -48.9235000610352 0 307.337493896484
"68" -52.0485000610352 0 316.712493896484
"69" -55.1735000610352 0 326.087493896484
"70" -58.2985000610352 0 335.462493896484
"71" -61.4235000610352 0 344.837493896484
"72" -64.5485000610352 0 354.212493896484
"73" -67.6735000610352 0 363.587493896484
"74" -70.7985000610352 0 372.962493896484
"75" -73.9235000610352 0 382.337493896484
"76" -77.0485000610352 0 391.712493896484
"77" -80.1735000610352 0 401.087493896484
"78" -83.2985000610352 0 410.462493896484
"79" -86.4235000610352 0 419.837493896484
"80" -89.5485000610352 0 429.212493896484
"81" -92.6735000610352 0 438.587493896484
"82" -95.7985000610352 0 447.962493896484
"83" -98.9235000610352 0 457.337493896484
"84" -102.048500061035 0 466.712493896484
"85" -105.173500061035 0 476.087493896484
"86" -108.298500061035 0 485.462493896484
